file_name,answer
17870.wav,엔진 오일 교체 날짜 언제였어
17871.wav,어제 블랙박스 녹화 기록 틀어 줘
17872.wav,앞에 클랙슨 좀 울려 봐
17873.wav,차 내부 순환 켜
17874.wav,내 차 위치 공유 부탁해
17875.wav,반려동물 맞춤 모드로 바꿔 줘
17876.wav,로봇 청소기 지금보다 강했으면 좋겠어
17877.wav,가스 쓸 일 없으니 가스 밸브 잠가 줘
17878.wav,날씨 추우면 미리 히터부터 켜
17879.wav,평일에 우리 아이 하교 시간에 데리러 가야 하니 그 시간에 맞춰서 시동 걸어
17880.wav,차량 블랙박스 작동 잘 돼
17881.wav,차 어디다 세워놨지
17882.wav,거실 어디에 조명이 위치하고 있는지 말해 줘
17883.wav,지금 설정 운전자 일에 등록 시켜 줘
17884.wav,창문 싹 다 열고 가자
17885.wav,이십 분 있다가 안방 불 켜 줘
17886.wav,안방에 작은 조명 위치 어디야
17887.wav,안방에 강아지들 들어왔다가 나가면 자동으로 꺼지도록 시간 설정해 줘
17888.wav,어제 녹화된 시시티브이 영상 보자
17889.wav,아직까지 전원 연결 중인 거실 조명 말해
17890.wav,히터 전원 오프 해
17891.wav,지금부터 순환 모드 작동 안 할게
17892.wav,앞 차가 급정거했어 비상등 켜자
17893.wav,뒷문 폐쇄해
17894.wav,컴퓨터 지금 미리 켜서 집에 가면 쓸 수 있게 해 줘
17895.wav,집 안에 있는 모든 피시 오프 모드로 변경해
17896.wav,운전자 일에서 시동은 운전자가 키도록 변경할게
17897.wav,지금 내가 차 세워둔 곳 좀 알려 줘
17898.wav,홈카메라 남은 저장 용량 화면에 띄워 줘
17899.wav,운전자 일 모드 설정 어떻게 돼 있나 궁금해
17900.wav,집 도착까지 잔여 거리 보고
17901.wav,시동석은 창문 아예 내려
17902.wav,홈카메라 위치 공개해 줄래
17903.wav,거실 조명 켜고 나온 거 없지
17904.wav,히터 바람 각도 위로 틀어 버려
17905.wav,홈카메라 잔여 용량 좀 체크해 볼래
17906.wav,컴퓨터 플러그 어디에 놨었지
17907.wav,에어컨 틀어
17908.wav,안방 조명 각각 위치 좀 알려 줘
17909.wav,엔진오일 교체일 좀 얘기해
17910.wav,운전자 삼 모드 열선 시트 온 히터 이십칠 도로 설정해 줘
17911.wav,놓고 온 거 찾아올 거니까 시동은 유지시켜
17912.wav,뒷자리에 짐 여러 개 넣어야 하니까 문 다 열어 줘
17913.wav,도착하려면 얼마 남았는지 알려 줘
17914.wav,주문한 식료품 출고 완료했어
17915.wav,안방 조명 절약 모드 해제하고 제일 높게 해
17916.wav,운전자 일 모드 열선 모드 빼 줘
17917.wav,보일러 바람 위로 나오게 설정할래
17918.wav,내 차 주차장 어디에 있어
17919.wav,차량 내부 시시티브이 지워져 있어
17920.wav,내가 퇴근하는 시간에 맞춰서 전원 켜 줄래
17921.wav,공부 방에 에어컨 켜져 있는지 확인하고 싶어
17922.wav,로봇 청소기 지금 청소 중인 곳 알려 줘
17923.wav,에어컨 두 시간 후에 저절로 꺼지게 만들어
17924.wav,비상등을 켜야겠어
17925.wav,주유할 때 된 거 같은데 기름 얼마나 있어
17926.wav,우리 집 전깃불 켜진 곳 안 켜진 곳 구분해 줘
17927.wav,에어컨 있는 꺼져 있는 방 있어
17928.wav,아침 일곱 시부터 시동 켜고 유지해 줘
17929.wav,운전 오래 할 거니까 통풍 시트 켜 줘
17930.wav,십 분 후에 거실에 있는 조명 모두 다 켜 줘
17931.wav,집에 들어왔으니 차 히터는 꺼 줘
17932.wav,뒷자리 차 문 열린 것 같은데 완전히 닫아 줄래
17933.wav,며칟날 엔진오일 바꿨는지 알려 줘
17934.wav,로봇 청소기 일반 모드로 돌려
17935.wav,내가 운전자 일 모드 어떻게 설정해 놨었지
17936.wav,짐이 많으니까 현관문 열어 놔
17937.wav,온 오프 할 수 있는 조명 어디인지 알려 줘
17938.wav,차 주차장 어느 쪽에 있어
17939.wav,전체 조명 적당히 중간 단계로 맞춰 줘
17940.wav,차 창문 전부 조금만 열어 줘
17941.wav,차 문은 전체 잠가야 해
17942.wav,안방 내부 전등 빠짐없이 전원 올려라
17943.wav,시동 끄지 말고 놔둬요
17944.wav,차에 사람 타면 에어컨 온도 좀 이십 도에 맞춰 주라
17945.wav,오늘 추운 날이니 히터 온도 높여 줘
17946.wav,에어컨 날개 아래 방향으로 설정해
17947.wav,안방 조명 한 단계 덜 밝게 만들 수 있어
17948.wav,지금 다와 가는 중이야
17949.wav,운전석 시트랑 조수석 시트 똑같이 설정해 줘
17950.wav,안방 조명 전체 켜
17951.wav,전체 조명 이 단계로 감소해 줘
17952.wav,등에 땀이 나니깐 통풍 시트 틀어 줄래
17953.wav,콘센트 방에 다 설치돼있는지 모르겠어
17954.wav,창문 전체 다 여는데 조금만 열어
17955.wav,전체 차 문 잠가 버려
17956.wav,내 차 조수석에 열선 시트 켜 줄래
17957.wav,열선 시트 그만 쓸래
17958.wav,지금 너무 더우니깐 에어컨 온도 내려야 해
17959.wav,잠금 기능 해제해서 현관문 열어 줘
17960.wav,집에 애들만 있으니 가스 밸브 잠가
17961.wav,차량 내부 영상 띄어 줘
17962.wav,차 내부 순환 켜
17963.wav,컴퓨터 전원 빨리 켜 줘
17964.wav,바람 쐬게 선풍기 틀어 줘
17965.wav,도착하려면 얼마 남았는지 알려 줘
17966.wav,보일러 타이머 설정 두 시간 해 줘
17967.wav,보일러 타이머에 아홉 시로 설정해 줘
17968.wav,오늘은 날이 너무 더워
17969.wav,며칠날 엔진오일 바꿨는지 알려 줘
17970.wav,일 번 운전자 시동 꺼 줘
17971.wav,차 기름양을 봐야겠다
17972.wav,지금 더워서 그런데 히터 조금만 약하게 해 줘
17973.wav,배송시킨 식료품 정상적으로 배송될 예정인지 알려 줘
17974.wav,약속이 취소됐으니 시동은 꺼 줘
17975.wav,운전석 창 닫긴 건지 확인해 줘
17976.wav,전동 시트 운전자 일 번 저장 값 적용해 줘
17977.wav,가스 밸브 잠금 타이머 한 시간으로 맞춰
17978.wav,에어컨 타이머 세시까지 작동으로 설정해
17979.wav,전체 창문 모두 올려 줘
17980.wav,홈 카메라 위치를 좀 찾아줬으면 해
17981.wav,조수석 자리 창문 빨리 열어 줘
17982.wav,열선 시트 너무 뜨겁지 않게 켜 줘
17983.wav,현재 상태 일 번 세팅으로 저장
17984.wav,시동 끄지 말고 대기해
17985.wav,전 좌석 시트 온도 좀 올려 둬
17986.wav,교체한 지 일 년 되는 날이 언제야
17987.wav,안방 조명 한 시간 뒤에 꺼 줄래
17988.wav,내무 순환 모드로 변경해 줘
17989.wav,혹시 목적지까지 몇 분 남았어
17990.wav,배달시킨 식료품들은 잘 오고 있어
17991.wav,운전자 삼 번으로 세팅해 줘
17992.wav,사람들이 앉기 전에 열선 시트 미리 틀어 줘
17993.wav,땀이 날 것 같으니까 에어컨 온도 좀 낮게 틀어 놔
17994.wav,안방에 스탠드만 켜 줘
17995.wav,지난 금요일에 우유 시켰었나 알려 줘
17996.wav,시트에 통풍 안되도록 해 줘
17997.wav,로봇 청소기의 작동 단계를 한 단계 올려 줘
17998.wav,전원 플러그 켜져 있는 거 종료 부탁해
17999.wav,안방 조명 전체 켜
18000.wav,거실 안에 전등 다 켜
18001.wav,내가 세 시에 컴퓨터 할 수 있게 미리 켜 줄래
18002.wav,차량 블랙박스 이상 신호 없어요
18003.wav,콘센트 방에 다 설치돼있는지 모르겠어
18004.wav,지난 월요일에 어떤 품목 구매한 거야
18005.wav,거실 조명 타이머 시간 한 시로 변경해 줘
18006.wav,온풍기 틀어 줘
18007.wav,뒷자리 차 문 좀 잠가 줘라
18008.wav,홈 카메라 저장 공간 부족하지 않은지 확인 좀
18009.wav,엔진오일 바꾼 날 확인해 줘
18010.wav,자리 전체 통풍 켜 줘
18011.wav,차 문 다 오픈 시켜 줘
18012.wav,로봇 청소기 저소음 모드로 돌려 줘
18013.wav,더우니까 히터 꺼도 돼
18014.wav,아까 켜 둔 거실 조명 레벨을 두 개 내려 줘
18015.wav,전체 조명을 한 단계 더 밝게 해 줘
18016.wav,시트 온도 살짝 올려 줄래
18017.wav,최근 주차모드에 블랙박스 영상 녹화되어 있지
18018.wav,집 안에 있는 플러그 모두 위치 말해 줘
18019.wav,지금 내 블랙박스 켜져 있지
18020.wav,에어컨 풍량은 항상 세게 해 줘
18021.wav,내 차 어느 장소에 주차되어 있는지 찾아볼래
18022.wav,경적 스톱하세요
18023.wav,곧 터널이니 시동석 창문 완전히 닫아 봐
18024.wav,전체 조명을 한 단계 더 밝게 해 줘
18025.wav,시동이 켜져 있게 도와줘
18026.wav,전동 시트 운전자 일 번 저장 값 적용해 줘
18027.wav,전체 차 문 개폐 여부 살펴 줘
18028.wav,안방 조명 전원 끄는 것 대신해 줘라
18029.wav,새벽 두 시에 멈추도록 선풍기 설정해 줘
18030.wav,매일 열 시에는 전원 차단시켜 줘
18031.wav,이젠 보일러 바람 다 밑으로 오게 틀어 봐
18032.wav,안방 밝기 단계 최대로 올려 줘
18033.wav,차량 시동 예약 주간 설정해 줘
18034.wav,홈카메라 데이터 삭제한 적 있는지 알려 줘
18035.wav,경적 온
18036.wav,차 블랙박스 확인해
18037.wav,비상등 파워 온
18038.wav,나 평일에 치료 열 시에 가니깐 한 시간 전에 매일 시동 미리 걸어 줘
18039.wav,열선 시트에 전원 넣어 봐
18040.wav,오늘 시킨 식료품 주문 확인 부탁해
18041.wav,왼쪽 창 열어
18042.wav,조수석 자리 창문을 열어 줄래
18043.wav,지금 남은 기름양이 궁금해
18044.wav,우리 초코 위해서 선풍기 미풍으로 켜 줘
18045.wav,아직까지는 보일러 제일 낮게 틀고 있자
18046.wav,내 차량 위치 한번 검색 부탁해
18047.wav,로봇 청소기 더 세게 돌려
18048.wav,선풍기 플러그가 꽂혀 있는 곳을 말해 봐
18049.wav,오늘 눈 내리니까 보일러는 제일 세게 해 줘
18050.wav,거실이 가장 어두울 수 있도록 설정해 줘
18051.wav,차 문 닫아 뒤에만
18052.wav,비상등 좀 미리 켜 봐
18053.wav,로봇 청소기 물걸레 모드로 마무리해
18054.wav,집에 사람 없으니 거실 조명을 세 개 내려 줘
18055.wav,온풍기 틀어 줘
18056.wav,거실 조명 가능한 범위 내에서 제일 약하게 틀어 봐
18057.wav,집에 들어갔을 때 조용하지 않게 티브이 전원 켜 줘
18058.wav,전원 한 시간 지나면 알아서 꺼지게 타이머 틀어
18059.wav,홈 카메라 앞으로 얼마나 더 저장할 수 있어
18060.wav,시트 너무 차가워
18061.wav,비상등을 켜야겠어
18062.wav,식료품 주문 상태 확인 해야겠어
18063.wav,엔진 오일 교체 예상일 아직 멀었지
18064.wav,조수석에 탈 사람 없으니깐 문 닫아 놀래
18065.wav,엔진오일 교환이 며칠 남았는지 알아봐 줘
18066.wav,보일러 모드는 일 단계로 해
18067.wav,컴퓨터 꺼짐 버튼 눌러 줘
18068.wav,에어컨 바람 좀 세게 풍량 조절할래
18069.wav,조수석 엉덩이 따뜻하게 만들어 줘
18070.wav,송풍 모드로 바꾸고 먼지 제거해
18071.wav,히터 온도 이십삼 도로 낮춰 줘
18072.wav,지금 남은 기름양이 궁금해
18073.wav,로봇 청소기를 첫 단계로 설정 부탁할게
18074.wav,블랙박스 작동 확인해
18075.wav,쓸데없는 전기 나가지 않도록 전원 꺼 줘
18076.wav,차 블랙박스 확인해
18077.wav,내가 주문한 식료품 중에 품절된 거 있나
18078.wav,차 뒷문 얼른 닫거라
18079.wav,운전 오래 할 거니까 통풍 시트 켜 줘
18080.wav,거실 조명 더 키워 줘
18081.wav,운전자 일 세팅에서 열선 시트는 빼 줘
18082.wav,제 차 시동 지금 끄세요
18083.wav,식료품 배송 출발했어
18084.wav,지금은 히터 필요 없을 거 같아
18085.wav,졸리지 않게 히터 온도 낮춰 줘
18086.wav,비상등 좀 미리 켜 봐
18087.wav,모든 조명 밝기를 최대로 늘려 줄래요
18088.wav,한 시간 동안만 가스 밸브 잠글래
18089.wav,잠긴 모든 창문 다 해체해도 돼
18090.wav,거실 조명 켜고 나온 거 없지
18091.wav,지금 순화 모드 킬 수 있어
18092.wav,엔진오일 마지막으로 교체 한 날짜 표시해 줘
18093.wav,거실 라이트 최대한 밝게 해줘
18094.wav,로봇 청소기 저소음 모드로 돌려 줘
18095.wav,모든 안방 전등을 한 단계 강하게 틀어 줘
18096.wav,실내 온도가 이십이 도가 되게 계속 틀어 놔
18097.wav,조명 설정 모드에서 거실 조명 올릴게
18098.wav,거실 조명 최대 전원 켜 줘
18099.wav,나 어제 퇴근하고 주차 어디에 했어
18100.wav,내부 순환 모드 쓰고 싶어
18101.wav,지금 기름 어느 정도 남아 있는지 체크해 줄래
18102.wav,엔진오일 새로 교체한 날 알려 줘
18103.wav,차 어딨는지 모르겠으니까 경적음 좀 틀어 주라
18104.wav,먼지 들어온다
18105.wav,에어컨 일 단계로 설정하겠어
18106.wav,선풍기 전원 이제 내려 주라
18107.wav,에어컨 표준 온도로 변경해 줘
18108.wav,지그재그 모드로 거실 청소 시작
18109.wav,불 끄고 나온 것 같은데 켜진 거 있어
18110.wav,차를 어디에 놔뒀는지 알려 줄래
18111.wav,내가 어떤 걸 시켰었는지 알려 줘
18112.wav,차 문 잠금 좀 다 풀어 봐
18113.wav,선풍기 플러그 콘센트 연결된 데 알려 줘
18114.wav,한 시간 대기했다가 선풍기 틀어 줘요
18115.wav,에어컨 더 차갑게 해 줘
18116.wav,보일러 바람 위로 나오게 설정할래
18117.wav,오 초만 경적 울리게 해 줘
18118.wav,안개 너무 심한데 비상등 켤까
18119.wav,에어컨 기본 온도에 맞춰 줘
18120.wav,내부 순환으로 모드 변경 좀 해 줘
18121.wav,사람들 빨리 탈 수 있게 뒷자리 차 문 열어 둬
18122.wav,전 좌석 시트 온도 좀 올려 둬
18123.wav,차에 기름 얼마나 있는지 알려줄래
18124.wav,마루는 제일 높은 단계까지 올려 줘
18125.wav,전원 타이머 온오프 시간 설정해 줘
18126.wav,어제 열 시부터 열한 시까지 블랙박스 영상 좀 볼래
18127.wav,구매 목록 리스트 좀 보고 싶은데
18128.wav,이제 환기 그만할 거니까 전체 창문 닫기 부탁해
18129.wav,오늘 저녁 일곱 시에 시동 걸어서 기다리고 있어
18130.wav,블랙박스 어제부터 일주일 분량 보여 주세요
18131.wav,열선 시트 종료해도 돼
18132.wav,엔진오일 새 걸로 언제 갈아
18133.wav,네가 컴퓨터 전원 한 시간 뒤에 내려 줘
18134.wav,엔진 오일 교체 날짜 언제였어
18135.wav,차량 내부 씨씨티브이 녹화자료 보여 줘
18136.wav,에어컨 현재 온도로 유지해 놔 줘
18137.wav,운전자 창문 내려 줘
18138.wav,안전거리 침범했을 때 비상등 켜지도록 설정해 둬
18139.wav,안방 조명 최대 밝기로 바꾸고 내버려 둬 줘
18140.wav,비 들어치기 전에 운전석 창문 올려
18141.wav,시동 끄지 말고 계속 놔 둬
18142.wav,티브이 위쪽에 거실 조명이 있어
18143.wav,주차 완료 후 시동석 창문 열려 있을 시 닫아 줘
18144.wav,집에 사람 없으니까 안방 불 꺼
18145.wav,거실 불 밝기를 일 단계로 다시 맞춰 줄래
18146.wav,배송시킨 식료품 정상적으로 배송될 예정인지 알려 줘
18147.wav,내 차가 있는 곳 주소 알려 줘
18148.wav,친구랑 집에 같이 들어가니까 거실 조명 미리 켜 줘
18149.wav,두 시쯤 차량 충격 블랙박스 좀 보여 줘
18150.wav,목적지 가는 데까지 얼마나 남았어
18151.wav,집에 홈카메라 작동되고 있는 거 뭐야
18152.wav,전체 조명 삼십 분 후에 끄도록 하자
18153.wav,차들 없으면 오른쪽 차 문만 열어 줘
18154.wav,시동 걸린 채로 있어 봐
18155.wav,안방 어디에 어떤 조명이 있는지 위치에 대해서 알려 줘
18156.wav,월요일부터 금요일까지 여덟 시에 시동 걸어 놔 줘
18157.wav,카시트 통풍 기능 켜 줘
18158.wav,보일러 지금 단계보다 하나 낮춰 줘
18159.wav,너무 더울 것 같은데 창문 전부 열어 줄래
18160.wav,안방 에어컨 전원 켜져 있는지 확인해 봐
18161.wav,안방 조명의 위치가 궁금한걸
18162.wav,비상등 지금 빨리 켜 봐
18163.wav,집에 도착하면 바로 컴퓨터 써야 되니까 켜 놔
18164.wav,엔진 오일 교체 예상일 아직 멀었지
18165.wav,집 안에 있는 모든 피시 오프 모드로 변경해
18166.wav,매일 열 시에는 전원 차단시켜 줘
18167.wav,보일러 타이머 설정 두 시간 해 줘
18168.wav,차 내부 순환 켜
18169.wav,이 집 거실 조명 좀 켜 볼 수 있어
18170.wav,저번 주에 내가 홈플러스에서 버터 구매했어
18171.wav,홈카메라 기록 내역 움직임 감지된 부분 알려 줘
18172.wav,조수석 지금 따듯하게 해 줘
18173.wav,오후 한 시에 자동으로 에어컨 켜지게 세팅해 놔
18174.wav,에어컨 바람 싫으니까 끄자
